,asuult,angilal,on
,Current directory цонхонд хийгдэх үйлдэл болон функцийн кодыг бичиж ажилуулдаг,Сэргээн санах,1
,MATLAB-ын prompt дээр бичсэн бүх командууд Command window –д хадгалагдана ,Сэргээн санах,1
,. MATLAB-ын үндсэн өгөгдлийн төрөл нь массив юм,Сэргээн санах,1
,Plot функц нь оролтын аргументаасаа хамаараад графикийг ижил хэлбэртэйгээр дүрсэлдэг,Сэргээн санах,1
,"LabView программ нь математик тооцоолол, төсөөлөл, тооцоолох программ зохиох, өндөр үзүүлэлттэй техникийн хэл зэргийг зохиоход чиглэгдэнэ",Сэргээн санах,1
,"MATLAB GUIDE нь Зураг, график зурах зориулалттай",Сэргээн санах,1
,M-file-ийг функцтай адил нэрээр хадгалж болно,Сэргээн санах,1
,LabView программд дэлгэц дээр үндсэн элементүүдтэй ажиллах бүрдлийн талбар ба элементийн талбай гэсэн үндсэн хоёр хэсэгтэй,Сэргээн санах,1
, MATLAB GUIDE нь программын код бичих зориулалттай ,Сэргээн санах,1
,plot функц нь оролтын аргументаасаа хамаараад графикийг өөр өөр хэлбэртэйгээр дүрсэлдэг,Сэргээн санах,1
, Current directory цонхонд хийгдэх үйлдэл болон функцийн кодыг бичиж ажилуулдаг ,Сэргээн санах,1
,Симуляцийн аргын гол дутагдалтай тал цаг хугацаа их зарцуулдаг,Сэргээн санах,1
,MATLAB програм дээр M-File –ийг *.fig  өргөтгөлөөр хадгалдаг.,Сэргээн санах,1
, Программын хаана ч ажиллах хувьсагч тухайн функц ажиллаж дууссан ч санах ойд байж байдаг.,Сэргээн санах,1
,"Аль программд программын иж бүрдэл номын сан, электроникийн өргөн дэлгэр тархсан элементийн баазыг агуулсан байдаг вэ?",Сэргээн санах,1
,Хэрэглэгчийн интерфейс зохиох шинэ цонхыг хэрхэн дуудан ажиллуулах вэ? ,Сэргээн санах,1
,GUI дээр байрлуулсан control-уудын нэрийг нь өөрчилж бичихдээ хаана нь бичих вэ? ,Сэргээн санах,1
,IPTV үйлчилгээнд аль нь хамааралгүй вэ? ,Сэргээн санах,1
,Telco IPTV гэж юу вэ?,Сэргээн санах,1
,Холбооны сувгуудыг аль бүрдлээс сонгох вэ?,Сэргээн санах,1
,MATLAB-ын prompt дээр бичсэн бүх командууд хаана хадгалагдах вэ? ,Сэргээн санах,1
,Өмнө байгуулсан график дээр нэмж график байгуулах ,Сэргээн санах,1
,IP багцийн саатлын түвшин хэд байхыг зөвшөөрөх вэ? ,Сэргээн санах,1
,Inter-stream интерференц аль нь вэ? ,Сэргээн санах,1
,IMAP4 нь,Сэргээн санах,1
,. Mobile IPTV болон Суурин IPTV-ийн ялгаатай тал юу вэ?,Сэргээн санах,1
,Сувгийн чанарын C үзүүлэлтэд аль нь хамааралгүй вэ?,Сэргээн санах,1
, Сувгийн чанарын L үзүүлэлтэд аль нь хамааралгүй вэ?,Сэргээн санах,1
,QAM модуляцитай үед бит алдааны магадлал олдог илэрхийлэл аль нь  вэ? ,Сэргээн санах,1
,Хотын бүсийн жижиг үүрт байгаа хэрэглэгчийн замын алдагдлыг тооцохдоо,Сэргээн санах,1
,Хот орчмын бүсийн том үүрт байгаа хэрэглэгчийн замын алдагдлыг тооцохдоо?,Сэргээн санах,1
,Хотын бүсийн том үүрт байгаа хэрэглэгчийн замын алдагдлыг тооцохдоо?,Сэргээн санах,1
,"Кодлогдсон битүүд A,B,Y1,Y2,W1,W2 блокуудын аль нь интерливинг хийгдээгүй блокууд вэ?",Сэргээн санах,1
,AWGN шуугиантай I- сувгийн гаралтын өгөгдөл ,Сэргээн санах,1
,"Аль программын хувьд компьютерийн оролт, гаралтанд нь төхөөрөмж холбож ашиглах боломжтой вэ?",Сэргээн санах,1
,. AWGN шуугиантай Q-сувгийн гаралтын өгөгдөл,Сэргээн санах,1
,Wimax системийн Downlink талд хоосон дэд зөөгчийн тоо хэд байх вэ? ,Сэргээн санах,1
, Wimax системийн Downlink талд өгөгдлийн дэд зөөгчийн тоо хэд байх вэ,Сэргээн санах,1
,Least square estimator-ийн давуу тал юу вэ? ,Сэргээн санах,1
,Least square estimator-ийн сул тал юу вэ?,Сэргээн санах,1
, Vi видеонд зориулсан сувгийн тоог олдог тэгшитгэлийг сонгоно уу. ,Сэргээн санах,1
,Тухайн контентийн сегментийн тоог олох тэгшитгэлийг сонгоно уу. ,Сэргээн санах,1
,Видео тоглоом дамжуулахад хугацааны хичнээн саатал нөлөөлөх вэ?,Сэргээн санах,1
,POP3,Сэргээн санах,1
, Mobile IPTV болон Интернэт IPTV-ийн ялгаатай тал юу вэ? ,Сэргээн санах,1
,Уникаст дамжуулал гэж юу вэ?,Сэргээн санах,1
,Интернэт IPTV болон Суурин IPTV-ийн ялгаатай тал юу вэ?,Сэргээн санах,1
,Мультикаст дамжуулал гэж юу вэ?,Сэргээн санах,1
